"Profit Center","Ergebnisplan Plan/Ist Kämmerer","1 Steuern und ähnliche Abgaben","2 + Zuwendungen und allgemeine Umlagen","3 + Sonstige Transfererträge","4 + Öffentlich-rechtliche Leistungsent-gelte","5 + Privatrecht-liche Leistungs-entgelte","6 + Kostenerstatt-ungen und Kostenumlagen","7 + Sonstige ordentliche Ertäge","8 + Aktivierte Eigenleistungen","10 = Ordentliche Erträge","11 - Personalauf-wendungen","12 - Versorgungsaufwendungen","13 - Aufwendungen für Sach- und Dienstleis-tungen","14 - Bilanzielle Abschreibungen","15 - Transferaufwen-dungen","16 - Sonstige ordentliche Aufwendungen","17 = Ordentliche Aufwendungen","18 = Ergebnis der laufenden Verwaltungs-tätigkeit
(= 10 + 17)","19 + Finanzerträge","20 - Zinsen und ähnliche Finanzaufwen-dungen","21 = Finanzergebnis
(= 19 + 20)","22 = Ordentliches Ergebnis
(= 18 + 21))","23 + Außerordent-liche Erträge","24 - Außerordent-liche Aufwendungen","25 = Außerordent-liches Ergebnis
(= 23 + 24)","26 = Jahresergebnis
(= 22 + 25)","27 + Erträge aus internen Leistungsbe-ziehungen","28 - Aufwendungen aus internen Leistungsbe-ziehungen","29 = Ergebnis
(= 26, 27, 28)"
"5404","Straßenreinigung, Winterdienst i Satzung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-11,,,,-10.146,-6.789,,-16.946,62.286,17.181,583,171,,2.662,82.883,65.937,,,,65.937,-3,6,3,65.940,,93.472,159.412
"Ansatz 2010",,,-6,,,,-8.100,,,-8.106,58.994,5.709,1.229,11,,3.085,69.029,60.923,,,,60.923,,,,60.923,,12.401,73.324
"Ansatz 2011",,,,,,,-8.100,,,-8.100,59.381,6.944,1.220,3,,3.085,70.633,62.532,,,,62.532,,,,62.532,,12.302,74.834
"Plan 2012",,,-7,,,,-8.949,,,-8.955,61.830,6.192,1.334,28,,3.747,73.131,64.175,,,,64.175,,,,64.175,,6.149,70.324
"Plan 2013",,,-7,,,,-8.949,,,-8.955,68.495,10.028,1.132,28,,3.780,83.464,74.509,,,,74.509,,,,74.509,,6.520,81.029
"Plan 2014",,,-6,,,,-8.949,,,-8.955,68.256,9.405,1.132,12,,3.765,82.571,73.616,,,,73.616,,,,73.616,,6.438,80.054
"Plan 2015",,,-6,,,,-8.949,,,-8.955,68.843,9.450,1.132,13,,3.766,83.205,74.250,,,,74.250,,,,74.250,,6.478,80.728
"5405","Straßenreinigung, Winterdienst a Satzung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-389,,,-24.634,-60,-57.604,,-82.687,154.019,59.602,821.400,1.951,,7.293,1.044.266,961.579,,,,961.579,-14,29,15,961.594,,167.954,1.129.547
"Ansatz 2010",,,,,,-7.000,-32,,,-7.032,146.685,19.191,722.354,4.463,,25.714,918.408,911.375,,,,911.375,,,,911.375,,200.398,1.111.773
"Ansatz 2011",,,,,,-7.000,-32,,,-7.032,154.022,25.619,518.048,5.232,,25.714,728.636,721.604,,,,721.604,,,,721.604,,174.692,896.295
"Plan 2012",,,-218,,,-7.000,,,,-7.218,258.481,29.374,763.226,4.425,,36.380,1.091.886,1.084.668,,,,1.084.668,,,,1.084.668,,176.301,1.260.970
"Plan 2013",,,-209,,,-7.000,,,,-7.209,270.997,42.415,763.226,6.540,,36.564,1.119.743,1.112.534,,,,1.112.534,,,,1.112.534,,178.197,1.290.732
"Plan 2014",,,-198,,,-7.000,,,,-7.198,260.478,41.026,763.226,8.662,,36.502,1.109.893,1.102.696,,,,1.102.696,,,,1.102.696,,177.264,1.279.959
"Plan 2015",,,-192,,,-7.000,,,,-7.192,253.857,40.188,763.226,10.169,,36.501,1.103.942,1.096.750,,,,1.096.750,,,,1.096.750,,177.457,1.274.206
"5406","Beteiligung im Bereich ÖPNV",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-25.286.311,,,-1.350,,,,-25.287.661,,,,,11.000.000,927.750,11.927.750,-13.359.911,,49.628,49.628,-13.310.282,,,,-13.310.282,,,-13.310.282
"Ansatz 2010",,,-25.000.100,,,-9.000,-200,,,-25.009.300,,,,,23.000.100,1.940.000,24.940.100,-69.200,-100,250.100,250.000,180.800,,,,180.800,,,180.800
"Ansatz 2011",,,-22.000.100,,,-9.000,-200,,,-22.009.300,,,,,18.000.000,1.940.000,19.940.000,-2.069.300,-100,250.100,250.000,-1.819.300,,,,-1.819.300,,,-1.819.300
"Plan 2012",,,-25.000.000,,,-1.500,,,,-25.001.500,,,,,18.000.000,2.300.000,20.300.000,-4.701.500,,220.100,220.100,-4.481.400,,,,-4.481.400,,,-4.481.400
"Plan 2013",,,-25.000.000,,,-1.500,,,,-25.001.500,,,,,8.000.000,2.300.000,10.300.000,-14.701.500,,220.100,220.100,-14.481.400,,,,-14.481.400,,,-14.481.400
"Plan 2014",,,-25.000.000,,,-1.500,,,,-25.001.500,,,,,6.000.000,2.300.000,8.300.000,-16.701.500,,220.100,220.100,-16.481.400,,,,-16.481.400,,,-16.481.400
"Plan 2015",,,-25.000.000,,,-1.500,,,,-25.001.500,,,,,3.000.000,2.300.000,5.300.000,-19.701.500,,220.100,220.100,-19.481.400,,,,-19.481.400,,,-19.481.400
"5501","Öffentliches Grün",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-383.396,,-4.134,-46.888,-845,-76.804,,-512.068,1.678.043,164.501,3.569.357,74.229,1.081.468,2.588.706,9.156.303,8.644.235,,,,8.644.235,54,-111,-58,8.644.178,-2.577.737,11.489.458,17.555.899
"Ansatz 2010",,,-1.552.174,,-3.000,-42.500,-73,-100,,-1.597.847,1.706.010,50.488,4.115.680,8.650,919.500,2.653.028,9.453.355,7.855.508,,,,7.855.508,-28.200,,-28.200,7.827.308,-2.925.490,13.094.428,17.996.246
"Ansatz 2011",,,-1.135.926,,-3.000,-42.500,-73,-100,,-1.181.599,1.627.554,61.386,4.321.081,188.747,919.500,2.516.413,9.634.681,8.453.082,,,,8.453.082,-28.200,,-28.200,8.424.882,-2.368.147,10.570.375,16.627.110
"Plan 2012",,,-1.287.409,,-3.000,-52.500,-16.000,-6.468,,-1.365.377,1.716.012,50.632,4.547.192,49.780,896.128,2.946.200,10.205.943,8.840.565,,,,8.840.565,-28.200,,-28.200,8.812.365,-10.286.250,19.105.834,17.631.948
"Plan 2013",,,-767.234,,-3.000,-52.500,-22.500,-6.468,,-851.702,1.739.911,70.872,3.645.515,47.732,876.128,2.766.767,9.146.925,8.295.224,,,,8.295.224,-28.200,,-28.200,8.267.024,-10.286.563,19.091.655,17.072.115
"Plan 2014",,,-795.892,,-3.000,-52.500,,-6.468,,-857.860,1.621.054,64.897,3.530.615,47.401,856.128,2.588.657,8.708.752,7.850.892,,,,7.850.892,-28.200,,-28.200,7.822.692,-10.285.994,19.070.165,16.606.863
"Plan 2015",,,-328.977,,-3.000,-52.500,,-6.468,,-390.945,1.625.683,64.303,2.888.611,47.426,836.128,2.410.657,7.872.809,7.481.864,,,,7.481.864,-28.200,,-28.200,7.453.664,-10.286.160,19.051.649,16.219.152
"5502","Friedhofs- und Bestattungswesen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-221.932,,-4.694.559,-408,-4.488,-3.176.320,,-8.097.707,725.357,69.273,1.759.404,320.415,675,263.367,3.138.492,-4.959.215,,,,-4.959.215,-16,31,16,-4.959.200,-1.227.805,9.343.140,3.156.136
"Ansatz 2010",,,-80.100,,-6.801.200,,-208.426,-2.968.800,,-10.058.526,646.802,20.883,1.228.714,8.886,,383.384,2.288.669,-7.769.856,,,,-7.769.856,-100,,-100,-7.769.956,-1.325.173,10.403.612,1.308.482
"Ansatz 2011",,,-80.100,,-7.279.500,,-208.426,-2.790.800,,-10.358.826,616.564,25.350,1.200.613,8.658,,371.727,2.222.911,-8.135.914,,,,-8.135.914,-100,,-100,-8.136.014,-1.067.352,8.410.714,-792.652
"Plan 2012",,,-89.389,,-7.758.000,,-208.400,-2.612.800,,-10.668.589,717.931,24.091,1.112.340,194.866,4.424,215.382,2.269.034,-8.399.555,,,,-8.399.555,-100,,-100,-8.399.655,-3.931,9.501.948,1.098.362
"Plan 2013",,,-88.121,,-7.936.000,,-208.400,-2.434.800,,-10.667.321,727.948,33.725,1.102.650,198.392,4.424,214.580,2.281.719,-8.385.602,,,,-8.385.602,-100,,-100,-8.385.702,-3.939,9.512.903,1.123.262
"Plan 2014",,,-88.107,,-8.115.000,,-208.400,-2.256.800,,-10.668.307,682.568,30.890,1.102.150,203.244,4.424,214.527,2.237.803,-8.430.504,,,,-8.430.504,-100,,-100,-8.430.604,-3.930,9.505.676,1.071.141
"Plan 2015",,,-88.101,,-8.295.000,,-208.400,-2.078.800,,-10.670.301,684.361,30.645,1.101.620,208.109,4.424,214.529,2.243.686,-8.426.615,,,,-8.426.615,-100,,-100,-8.426.715,-3.930,9.509.675,1.079.030
"5503","Krematorium",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-531,,-1.281.974,-101.273,-4,-1.652,,-1.385.434,33.048,3.744,180.564,13.589,21,376.434,607.399,-778.035,,,,-778.035,-3,7,4,-778.032,,950.996,172.965
"Ansatz 2010",,,,,-1.324.000,-121.000,-1,,,-1.445.001,42.933,1.132,183.780,1.203,,510.938,739.986,-705.015,,,,-705.015,,,,-705.015,,1.079.991,374.975
"Ansatz 2011",,,,,-1.336.000,-121.000,-1,,,-1.457.001,41.452,1.375,187.228,623,,498.583,729.260,-727.742,,,,-727.742,,,,-727.742,,876.948,149.206
"Plan 2012",,,-82,,-1.348.000,-121.000,,,,-1.469.082,43.065,882,181.830,10.913,266,485.631,722.587,-746.495,,,,-746.495,,,,-746.495,,603.907,-142.588
"Plan 2013",,,-6,,-1.360.000,-121.000,,,,-1.481.006,43.624,1.237,181.243,10.975,266,497.609,734.955,-746.051,,,,-746.051,,,,-746.051,,605.402,-140.650
"Plan 2014",,,-5,,-1.372.000,-121.000,,,,-1.493.005,40.641,1.136,181.243,11.115,266,485.607,720.009,-772.996,,,,-772.996,,,,-772.996,,604.333,-168.663
"Plan 2015",,,-5,,-1.384.000,-121.000,,,,-1.505.005,40.760,1.120,181.227,11.268,266,485.607,720.249,-784.756,,,,-784.756,,,,-784.756,,604.747,-180.009
"5504","Natur und Landschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-952,,-55.295,-71.440,-16,-246.321,,-374.024,1.123.335,16.617,311.599,3.017,24.937,33.934,1.513.439,1.139.415,,,,1.139.415,-7,14,7,1.139.422,,187.427,1.326.849
"Ansatz 2010",,,-28.436,,-62.600,-500,-106,,,-91.643,1.227.095,5.012,96.451,486,22.500,147.046,1.498.590,1.406.947,,,,1.406.947,,,,1.406.947,,188.306,1.595.253
"Ansatz 2011",,,-30.062,,-62.600,-500,-106,,,-93.269,1.180.928,6.083,97.908,12.112,22.500,152.046,1.471.577,1.378.308,,,,1.378.308,,,,1.378.308,,184.354,1.562.662
"Plan 2012",,,-29.120,,-62.600,-500,,,,-92.220,1.140.524,5.729,103.862,1.183,22.500,175.421,1.449.219,1.356.999,,,,1.356.999,,,,1.356.999,,172.475,1.529.474
"Plan 2013",,,-29.150,,-62.600,-500,,,,-92.250,1.136.884,8.019,99.805,1.207,22.500,173.313,1.441.728,1.349.478,,,,1.349.478,,,,1.349.478,,173.936,1.523.414
"Plan 2014",,,-29.183,,-62.600,-500,,,,-92.283,1.068.566,7.338,98.805,1.201,22.500,173.300,1.371.711,1.279.428,,,,1.279.428,,,,1.279.428,,170.843,1.450.271
"Plan 2015",,,-29.225,,-62.600,-500,,,,-92.325,1.074.842,7.259,97.804,1.226,22.500,173.300,1.376.931,1.284.606,,,,1.284.606,,,,1.284.606,,171.415,1.456.021
"5505","Land- u Forstwirtschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-15.314,,,-25.553,-30,-3.886,,-44.782,95.299,9.821,95.393,3.232,1.700,556.424,761.869,717.086,,,,717.086,-7,16,8,717.095,,1.803.521,2.520.616
"Ansatz 2010",,,-80.100,,,-38.800,-7,,,-118.907,98.509,3.156,130.627,437,,537.701,770.430,651.523,,,,651.523,,,,651.523,,2.000.645,2.652.168
"Ansatz 2011",,,-6.100,,,-38.800,-7,,,-44.907,94.064,3.856,44.581,345,,477.728,620.573,575.666,,,,575.666,,,,575.666,,1.587.039,2.162.706
"Plan 2012",,,-6.827,,,-38.800,,,,-45.627,95.658,2.235,88.327,2.638,682,8.613,198.152,152.525,,,,152.525,,,,152.525,,523.399,675.924
"Plan 2013",,,-6.631,,,-38.800,,,,-45.431,96.917,3.130,72.454,2.444,682,8.528,184.155,138.724,,,,138.724,,,,138.724,,523.600,662.323
"Plan 2014",,,-6.630,,,-38.800,,,,-45.430,90.225,2.870,72.454,2.437,682,8.522,177.190,131.760,,,,131.760,,,,131.760,,523.064,654.824
"Plan 2015",,,-6.630,,,-38.800,,,,-45.430,90.554,2.846,72.454,2.363,682,8.523,177.421,131.992,,,,131.992,,,,131.992,,523.277,655.268
"5601","Umwelt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-205.372,,-33.962,-893,-129.751,-170.080,,-540.058,1.868.427,403.565,327.916,72.070,191.988,151.456,3.015.423,2.475.365,,,,2.475.365,-45,93,48,2.475.413,-37.594,396.617,2.834.436
"Ansatz 2010",,,-193.866,,-16.700,-100,-129.143,,,-339.809,1.770.354,130.190,374.443,37.819,100,414.515,2.727.422,2.387.612,,,,2.387.612,,,,2.387.612,-6.402,500.443,2.881.654
"Ansatz 2011",,,-219.759,,-16.700,-100,-129.143,,,-365.702,1.707.751,158.626,429.115,15.258,100,414.515,2.725.365,2.359.664,,,,2.359.664,,,,2.359.664,-6.352,493.130,2.846.441
"Plan 2012",,,-244.460,,-29.700,-100,-137.820,-1.000,,-413.079,1.738.559,117.447,418.812,38.528,160.100,300.520,2.773.965,2.360.886,,,,2.360.886,,,,2.360.886,-943,268.346,2.628.290
"Plan 2013",,,-266.641,,-29.700,-100,-137.820,-1.000,,-435.260,1.803.134,174.150,406.248,38.547,160.100,287.237,2.869.416,2.434.156,,,,2.434.156,,,,2.434.156,-947,273.949,2.707.158
"Plan 2014",,,-216.631,,-29.700,-100,-137.820,-1.000,,-385.251,1.706.036,161.115,346.248,65.995,165.100,286.964,2.731.458,2.346.207,,,,2.346.207,,,,2.346.207,-943,268.155,2.613.420
"Plan 2015",,,-216.626,,-29.700,-100,-137.820,-1.000,,-385.246,1.714.541,161.200,360.247,66.004,165.100,286.975,2.754.066,2.368.820,,,,2.368.820,,,,2.368.820,-943,269.591,2.637.469
"5701","Wochenmärkte",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-74,,-801.156,,-38,-24.732,,-825.999,167.643,34.116,590.590,86,89.423,43.593,925.450,99.451,,,,99.451,-10,21,11,99.462,,46.426,145.888
"Ansatz 2010",,,-37,,-1.078.500,,-21,,,-1.078.557,222.714,12.060,765.955,365,116.000,63.823,1.180.917,102.359,,,,102.359,,,,102.359,,94.062,196.422
"Ansatz 2011",,,,,-1.078.500,,-21,,,-1.078.521,198.148,10.047,765.967,134,116.000,63.102,1.153.398,74.878,,,,74.878,,,,74.878,,91.888,166.766
"Plan 2012",,,-82,,-966.000,,,,,-966.082,162.140,5.928,656.288,255,130.000,49.668,1.004.280,38.197,,,,38.197,,,,38.197,,71.258,109.455
"Plan 2013",,,-76,,-966.000,,,,,-966.076,162.811,7.918,655.824,356,130.000,49.565,1.006.475,40.399,,,,40.399,,,,40.399,,72.233,112.632
"Plan 2014",,,-76,,-966.000,,,,,-966.076,162.435,7.405,656.288,467,130.000,49.686,1.006.281,40.205,,,,40.205,,,,40.205,,71.691,111.896
"Plan 2015",,,-76,,-966.000,,,,,-966.076,163.075,7.299,655.824,550,130.000,49.555,1.006.303,40.227,,,,40.227,,,,40.227,,71.988,112.215
"5702","Wirtschaftsförderung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-36.991,,,-562.259,-22.625,-240.926,,-862.802,2.793.930,540.060,339.675,10.391,12.845.205,1.868.511,18.397.772,17.534.970,,,,17.534.970,,,,17.534.970,,786.249,18.321.219
"Ansatz 2010",,,-634,,,-565.000,-298.247,,,-863.881,3.059.880,167.098,1.201.918,12.512,1.295.000,2.176.264,7.912.672,7.048.791,,,,7.048.791,,,,7.048.791,,650.605,7.699.395
"Ansatz 2011",,,-24.900,,,-700.000,-138.747,,,-863.647,2.779.692,234.686,672.716,24.117,1.400.000,1.893.883,7.005.094,6.141.447,,,,6.141.447,,,,6.141.447,,609.959,6.751.407
"Plan 2012",,,-77.080,,,-700.000,-120.200,,,-897.280,2.503.774,175.723,593.448,9.230,1.221.000,1.130.123,5.633.297,4.736.017,,,,4.736.017,,,,4.736.017,,463.470,5.199.486
"Plan 2013",,,-2.080,,,-700.000,-120.200,,,-822.280,2.301.817,257.168,473.985,9.393,1.221.000,1.085.665,5.349.029,4.526.749,,,,4.526.749,,,,4.526.749,,460.040,4.986.789
"Plan 2014",,,-1.804,,,-700.000,-120.200,,,-822.004,2.136.103,254.095,388.985,9.193,1.221.000,1.033.333,5.042.709,4.220.705,,,,4.220.705,,,,4.220.705,,446.569,4.667.274
"Plan 2015",,,-1.041,,,-700.000,-120.200,,,-821.241,2.022.197,255.004,388.983,8.379,1.221.000,1.033.351,4.928.914,4.107.673,,,,4.107.673,,,,4.107.673,,444.883,4.552.556
"5703","Beteiligung Entwicklungsgesellschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,,,,,,,,689.559,,689.559,689.559,,,,689.559,,,,689.559,,,689.559
"Ansatz 2010",,,,,,,,,,,,,,,6.840.000,,6.840.000,6.840.000,-600,,-600,6.839.400,,,,6.839.400,,,6.839.400
"Ansatz 2011",,,,,,,,,,,,,,,6.690.000,,6.690.000,6.690.000,-600,,-600,6.689.400,,,,6.689.400,,,6.689.400
"Plan 2012",,,,,,,,,,,,,,,4.500.000,,4.500.000,4.500.000,-600,,-600,4.499.400,,,,4.499.400,,,4.499.400
"Plan 2013",,,,,,,,,,,,,,,4.500.000,,4.500.000,4.500.000,-600,,-600,4.499.400,,,,4.499.400,,,4.499.400
"Plan 2014",,,,,,,,,,,,,,,4.500.000,,4.500.000,4.500.000,-600,,-600,4.499.400,,,,4.499.400,,,4.499.400
"Plan 2015",,,,,,,,,,,,,,,4.500.000,,4.500.000,4.500.000,-600,,-600,4.499.400,,,,4.499.400,,,4.499.400
"5704","Beteiligung Veranstaltungsgesellschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,,,,,,,,400.000,,400.000,400.000,,,,400.000,,,,400.000,,,400.000
"Ansatz 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ansatz 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plan 2012",,,,,,,,,,,,,,,400.000,,400.000,400.000,,,,400.000,,,,400.000,,,400.000
"Plan 2013",,,,,,,,,,,,,,,100.000,,100.000,100.000,,,,100.000,,,,100.000,,,100.000
"Plan 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plan 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5705","Beteiligung Sparkasse",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,,,,,,,,,1.028.625,1.028.625,1.028.625,-6.500.000,,-6.500.000,-5.471.375,,,,-5.471.375,,,-5.471.375
"Ansatz 2010",,,,,,,,,,,,,,,,1.788.225,1.788.225,1.788.225,-11.300.000,,-11.300.000,-9.511.775,,,,-9.511.775,,,-9.511.775
"Ansatz 2011",,,,,,,,,,,,,,,,1.900.000,1.900.000,1.900.000,-12.300.000,,-12.300.000,-10.400.000,,,,-10.400.000,,,-10.400.000
"Plan 2012",,,,,,,,,,,,,,,,1.900.000,1.900.000,1.900.000,-12.300.000,,-12.300.000,-10.400.000,,,,-10.400.000,,,-10.400.000
"Plan 2013",,,,,,,,,,,,,,,,2.200.000,2.200.000,2.200.000,-14.300.000,,-14.300.000,-12.100.000,,,,-12.100.000,,,-12.100.000
"Plan 2014",,,,,,,,,,,,,,,,2.500.000,2.500.000,2.500.000,-16.300.000,,-16.300.000,-13.800.000,,,,-13.800.000,,,-13.800.000
"Plan 2015",,,,,,,,,,,,,,,,2.500.000,2.500.000,2.500.000,-16.300.000,,-16.300.000,-13.800.000,,,,-13.800.000,,,-13.800.000
"5706","Beteiligung Sonstige Unternehmen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,,,,,,,,,8.243,8.243,8.243,-52.719,,-52.719,-44.475,,,,-44.475,,,-44.475
"Ansatz 2010",,,,,,,,-100,,-100,,,,,,9.356,9.356,9.256,-43.339,,-43.339,-34.083,,,,-34.083,,,-34.083
"Ansatz 2011",,,,,,,,-100,,-100,,,,,,9.356,9.356,9.256,-43.339,,-43.339,-34.083,,,,-34.083,,,-34.083
"Plan 2012",,,,,,,,-100,,-100,,,,,,8.606,8.606,8.506,-38.594,,-38.594,-30.088,,,,-30.088,,,-30.088
"Plan 2013",,,,,,,,-100,,-100,,,,,,8.606,8.606,8.506,-38.594,,-38.594,-30.088,,,,-30.088,,,-30.088
"Plan 2014",,,,,,,,-100,,-100,,,,,,8.606,8.606,8.506,-38.594,,-38.594,-30.088,,,,-30.088,,,-30.088
"Plan 2015",,,,,,,,-100,,-100,,,,,,8.606,8.606,8.506,-38.594,,-38.594,-30.088,,,,-30.088,,,-30.088
"6101","Allgemeine Finanzwirtschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,-335.567.784,-192.520.197,,,,,-44.598,,-528.132.579,,,,,103.093.006,9,103.093.014,-425.039.565,-2.190.641,,-2.190.641,-427.230.205,,,,-427.230.205,,,-427.230.205
"Ansatz 2010",,-326.888.566,-214.844.372,,,,,-155.000,,-541.887.938,,,,,102.832.000,,102.832.000,-439.055.938,-1.000.000,2.500,-997.500,-440.053.438,,,,-440.053.438,,,-440.053.438
"Ansatz 2011",,-355.116.000,-209.300.000,,,,,-155.000,,-564.571.000,,,,,108.308.000,,108.308.000,-456.263.000,-1.000.000,2.500,-997.500,-457.260.500,,,,-457.260.500,,,-457.260.500
"Plan 2012",,-375.416.000,-203.000.000,,,,,-1.005.000,,-579.421.000,,,,,109.512.000,2.500,109.514.500,-469.906.500,-150.000,,-150.000,-470.056.500,,,,-470.056.500,,,-470.056.500
"Plan 2013",,-394.516.000,-188.000.000,,,,,-1.005.000,,-583.521.000,,,,,111.179.000,2.500,111.181.500,-472.339.500,-150.000,,-150.000,-472.489.500,,,,-472.489.500,,,-472.489.500
"Plan 2014",,-413.216.000,-199.800.000,,,,,-1.005.000,,-614.021.000,,,,,113.746.000,2.500,113.748.500,-500.272.500,-150.000,,-150.000,-500.422.500,,,,-500.422.500,,,-500.422.500
"Plan 2015",,-421.116.000,-204.600.000,,,,,-1.005.000,,-626.721.000,,,,,115.183.000,2.500,115.185.500,-511.535.500,-150.000,,-150.000,-511.685.500,,,,-511.685.500,,,-511.685.500
"6102","Sonstige Allgemeine Finanzwirtschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,-1.374.512,,-1.374.512,,,,,,115.648,115.648,-1.258.864,-76.092.533,117.949.413,41.856.880,40.598.016,,,,40.598.016,,,40.598.016
"Ansatz 2010",,,,,,,,-1.005.000,,-1.005.000,,,,,,100.000,100.000,-905.000,-2.000.000,58.362.000,56.362.000,55.457.000,,,,55.457.000,,,55.457.000
"Ansatz 2011",,,,,,,,-984.000,,-984.000,,,,,,100.000,100.000,-884.000,-2.370.000,64.832.000,62.462.000,61.578.000,,,,61.578.000,,,61.578.000
"Plan 2012",,,,,,,,-971.000,,-971.000,,,,,,100.000,100.000,-871.000,-2.630.000,72.392.000,69.762.000,68.891.000,,,,68.891.000,,,68.891.000
"Plan 2013",,,,,,,,-948.000,,-948.000,,,,,,100.000,100.000,-848.000,-2.920.000,79.582.000,76.662.000,75.814.000,,,,75.814.000,,,75.814.000
"Plan 2014",,,,,,,,-925.000,,-925.000,,,,,,100.000,100.000,-825.000,-3.050.000,83.412.000,80.362.000,79.537.000,,,,79.537.000,,,79.537.000
"Plan 2015",,,,,,,,-900.000,,-900.000,,,,,,100.000,100.000,-800.000,-3.110.000,84.972.000,81.862.000,81.062.000,,,,81.062.000,,,81.062.000
